LocationID,SystemID,LocationName,BillingCode,ServiceDescription,RevenueCode,GrossCharge,DeidentifiedMinimumCharge,DeidentifiedMaximumCharge,DiscountedCashPrice,AETNA509,AETNAAPCNSP729,AETNABP760,AETNAILPREFERRED139,BCBSBLUECHOICEOPTIONS727,BCBSBLUECHOICEPREFERRED479,BCBSPARINDEMNITYADP505,BCBSPPO424,CIGNAALTERNATIVE668,CIGNABROAD667,CIGNAPLUSNM682,HUMANAHMO299,HUMANAPPO145,UHCCORE346,UHCHMOPPO535,ChargeCode
10,1,Advocate SOUTH SUBURBAN,J0706,CAFFEINE CITRATE 10 MG/ML D5W MAINTENANCE DOSE IV SYRINGE (NEONATAL/PEDS),250,109.9,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J0706,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,111.46,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J0706,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,111.46,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J0706,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,111.46,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J0706,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,111.46,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J0706,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,111.46,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J0706,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,111.46,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J0706,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,111.46,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J0706,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,111.46,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J9118,CALASPARGASE PEGOL-MKNL 3750 UNIT/5ML IV SOLN,250,488.61,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J9118,CALASPARGASE PEGOL-MKNL 3750 UNIT/5ML IV SOLN,250,488.61,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
3,1,Advocate CONDELL,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
4,1,Advocate GOOD SAMARITAN,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
6,1,Advocate GOOD SHEPHERD,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
13,1,Advocate ILLINOIS MASONIC,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
8,1,Advocate LUTHERAN GENERAL,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
9,1,Advocate SHERMAN,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
10,1,Advocate SOUTH SUBURBAN,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
11,1,Advocate TRINITY,82308,CALCITONIN,301,250,,,,,,,,,,,,,,,,,,,10000817
1,1,Advocate CHRIST MEDICAL CENTER,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J0630,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,2597.78,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J0636,CALCITRIOL 1 MCG/ML IV SOLN,250,109.39,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J0636,CALCITRIOL 1 MCG/ML IV SOLN,250,109.39,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J0636,CALCITRIOL 1 MCG/ML IV SOLN,250,109.39,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J0636,CALCITRIOL 1 MCG/ML IV SOLN,250,109.39,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J0610,CALCIUM GLUCONATE 10 % IV SOLN,250,140.23,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J0610,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,152.38,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
3,1,Advocate CONDELL,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
4,1,Advocate GOOD SAMARITAN,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
6,1,Advocate GOOD SHEPHERD,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J0610,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,126.52,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,82330,CALCIUM IONIZED,301,125,,,,,,,,,,,,,,,,,,,10000819
3,1,Advocate CONDELL,82330,CALCIUM IONIZED,301,245,,,,,,,,,,,,,,,,,,,10000819
4,1,Advocate GOOD SAMARITAN,82330,CALCIUM IONIZED,301,170,,,,,,,,,,,,,,,,,,,10000819
6,1,Advocate GOOD SHEPHERD,82330,CALCIUM IONIZED,301,140,,,,,,,,,,,,,,,,,,,10000819
13,1,Advocate ILLINOIS MASONIC,82330,CALCIUM IONIZED,301,140,,,,,,,,,,,,,,,,,,,10000819
8,1,Advocate LUTHERAN GENERAL,82330,CALCIUM IONIZED,301,185,,,,,,,,,,,,,,,,,,,10000819
9,1,Advocate SHERMAN,82330,CALCIUM IONIZED,301,180,,,,,,,,,,,,,,,,,,,10000819
10,1,Advocate SOUTH SUBURBAN,82330,CALCIUM IONIZED,301,140,,,,,,,,,,,,,,,,,,,10000819
11,1,Advocate TRINITY,82330,CALCIUM IONIZED,301,140,,,,,,,,,,,,,,,,,,,10000819
1,1,Advocate CHRIST MEDICAL CENTER,82310,CALCIUM SERUM,301,60,,,,,,,,,,,,,,,,,,,10000818
3,1,Advocate CONDELL,82310,CALCIUM SERUM,301,100,,,,,,,,,,,,,,,,,,,10000818
4,1,Advocate GOOD SAMARITAN,82310,CALCIUM SERUM,301,85,,,,,,,,,,,,,,,,,,,10000818
6,1,Advocate GOOD SHEPHERD,82310,CALCIUM SERUM,301,65,,,,,,,,,,,,,,,,,,,10000818
13,1,Advocate ILLINOIS MASONIC,82310,CALCIUM SERUM,301,60,,,,,,,,,,,,,,,,,,,10000818
8,1,Advocate LUTHERAN GENERAL,82310,CALCIUM SERUM,301,75,,,,,,,,,,,,,,,,,,,10000818
9,1,Advocate SHERMAN,82310,CALCIUM SERUM,301,95,,,,,,,,,,,,,,,,,,,10000818
10,1,Advocate SOUTH SUBURBAN,82310,CALCIUM SERUM,301,70,,,,,,,,,,,,,,,,,,,10000818
11,1,Advocate TRINITY,82310,CALCIUM SERUM,301,70,,,,,,,,,,,,,,,,,,,10000818
1,1,Advocate CHRIST MEDICAL CENTER,82340,CALCIUM URINE,301,65,,,,,,,,,,,,,,,,,,,10000822
3,1,Advocate CONDELL,82340,CALCIUM URINE,301,120,,,,,,,,,,,,,,,,,,,10000822
4,1,Advocate GOOD SAMARITAN,82340,CALCIUM URINE,301,70,,,,,,,,,,,,,,,,,,,10000822
6,1,Advocate GOOD SHEPHERD,82340,CALCIUM URINE,301,60,,,,,,,,,,,,,,,,,,,10000822
13,1,Advocate ILLINOIS MASONIC,82340,CALCIUM URINE,301,60,,,,,,,,,,,,,,,,,,,10000822
8,1,Advocate LUTHERAN GENERAL,82340,CALCIUM URINE,301,65,,,,,,,,,,,,,,,,,,,10000822
9,1,Advocate SHERMAN,82340,CALCIUM URINE,301,130,,,,,,,,,,,,,,,,,,,10000822
10,1,Advocate SOUTH SUBURBAN,82340,CALCIUM URINE,301,60,,,,,,,,,,,,,,,,,,,10000822
11,1,Advocate TRINITY,82340,CALCIUM URINE,301,60,,,,,,,,,,,,,,,,,,,10000822
1,1,Advocate CHRIST MEDICAL CENTER,82365,CALCULI INFRARED SPECTROSCOPY,301,100,,,,,,,,,,,,,,,,,,,10000824
3,1,Advocate CONDELL,82365,CALCULI INFRARED SPECTROSCOPY,301,205,,,,,,,,,,,,,,,,,,,10000824
4,1,Advocate GOOD SAMARITAN,82365,CALCULI INFRARED SPECTROSCOPY,301,115,,,,,,,,,,,,,,,,,,,10000824
6,1,Advocate GOOD SHEPHERD,82365,CALCULI INFRARED SPECTROSCOPY,301,110,,,,,,,,,,,,,,,,,,,10000824
13,1,Advocate ILLINOIS MASONIC,82365,CALCULI INFRARED SPECTROSCOPY,301,110,,,,,,,,,,,,,,,,,,,10000824
8,1,Advocate LUTHERAN GENERAL,82365,CALCULI INFRARED SPECTROSCOPY,301,110,,,,,,,,,,,,,,,,,,,10000824
9,1,Advocate SHERMAN,82365,CALCULI INFRARED SPECTROSCOPY,301,85,,,,,,,,,,,,,,,,,,,10000824
10,1,Advocate SOUTH SUBURBAN,82365,CALCULI INFRARED SPECTROSCOPY,301,130,,,,,,,,,,,,,,,,,,,10000824
11,1,Advocate TRINITY,82365,CALCULI INFRARED SPECTROSCOPY,301,130,,,,,,,,,,,,,,,,,,,10000824
1,1,Advocate CHRIST MEDICAL CENTER,92537,CALORIC VESTIBULAR BITHERM INC,471,1010,,,,,,,,,,,,,,,,,,,10006264
8,1,Advocate LUTHERAN GENERAL,92537,CALORIC VESTIBULAR BITHERM INC,471,1010,,,,,,,,,,,,,,,,,,,10006264
1,1,Advocate CHRIST MEDICAL CENTER,92538,CALORIC VESTIBULAR MONOTHERM UNI,471,570,,,,,,,,,,,,,,,,,,,10006265
8,1,Advocate LUTHERAN GENERAL,92538,CALORIC VESTIBULAR MONOTHERM UNI,471,570,,,,,,,,,,,,,,,,,,,10006265
1,1,Advocate CHRIST MEDICAL CENTER,92537,CALORIC VESTIBULAR TEST BITHERMAL,471,840,,,,,,,,,,,,,,,,,,,10001837
8,1,Advocate LUTHERAN GENERAL,92537,CALORIC VESTIBULAR TEST BITHERMAL,471,840,,,,,,,,,,,,,,,,,,,10001837
1,1,Advocate CHRIST MEDICAL CENTER,92538,CALORIC VESTIBULAR TEST MONOTHERM,471,570,,,,,,,,,,,,,,,,,,,10005704
13,1,Advocate ILLINOIS MASONIC,92538,CALORIC VESTIBULAR TEST MONOTHERM,471,570,,,,,,,,,,,,,,,,,,,10005704
8,1,Advocate LUTHERAN GENERAL,92538,CALORIC VESTIBULAR TEST MONOTHERM,471,570,,,,,,,,,,,,,,,,,,,10005704
1,1,Advocate CHRIST MEDICAL CENTER,83993,"CALPROTECTIN, FECAL",301,315,,,,,,,,,,,,,,,,,,,10005138
3,1,Advocate CONDELL,83993,"CALPROTECTIN, FECAL",301,290,,,,,,,,,,,,,,,,,,,10005138
4,1,Advocate GOOD SAMARITAN,83993,"CALPROTECTIN, FECAL",301,450,,,,,,,,,,,,,,,,,,,10005138
6,1,Advocate GOOD SHEPHERD,83993,"CALPROTECTIN, FECAL",301,345,,,,,,,,,,,,,,,,,,,10005138
13,1,Advocate ILLINOIS MASONIC,83993,"CALPROTECTIN, FECAL",301,270,,,,,,,,,,,,,,,,,,,10005138
8,1,Advocate LUTHERAN GENERAL,83993,"CALPROTECTIN, FECAL",301,285,,,,,,,,,,,,,,,,,,,10005138
9,1,Advocate SHERMAN,83993,"CALPROTECTIN, FECAL",301,355,,,,,,,,,,,,,,,,,,,10005138
10,1,Advocate SOUTH SUBURBAN,83993,"CALPROTECTIN, FECAL",301,305,,,,,,,,,,,,,,,,,,,10005138
11,1,Advocate TRINITY,83993,"CALPROTECTIN, FECAL",301,305,,,,,,,,,,,,,,,,,,,10005138
1,1,Advocate CHRIST MEDICAL CENTER,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
3,1,Advocate CONDELL,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
4,1,Advocate GOOD SAMARITAN,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
6,1,Advocate GOOD SHEPHERD,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
13,1,Advocate ILLINOIS MASONIC,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
8,1,Advocate LUTHERAN GENERAL,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
9,1,Advocate SHERMAN,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
10,1,Advocate SOUTH SUBURBAN,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
11,1,Advocate TRINITY,81219,CALR GENE COM VARIANTS,310,1100,,,,,,,,,,,,,,,,,,,10005618
1,1,Advocate CHRIST MEDICAL CENTER,87449,CAMPYLOBACTER EIA,306,175,,,,,,,,,,,,,,,,,,,10004267
3,1,Advocate CONDELL,87449,CAMPYLOBACTER EIA,306,235,,,,,,,,,,,,,,,,,,,10004267
4,1,Advocate GOOD SAMARITAN,87449,CAMPYLOBACTER EIA,306,130,,,,,,,,,,,,,,,,,,,10004267
6,1,Advocate GOOD SHEPHERD,87449,CAMPYLOBACTER EIA,306,130,,,,,,,,,,,,,,,,,,,10004267
13,1,Advocate ILLINOIS MASONIC,87449,CAMPYLOBACTER EIA,306,120,,,,,,,,,,,,,,,,,,,10004267
8,1,Advocate LUTHERAN GENERAL,87449,CAMPYLOBACTER EIA,306,120,,,,,,,,,,,,,,,,,,,10004267
9,1,Advocate SHERMAN,87449,CAMPYLOBACTER EIA,306,55,,,,,,,,,,,,,,,,,,,10004267
10,1,Advocate SOUTH SUBURBAN,87449,CAMPYLOBACTER EIA,306,305,,,,,,,,,,,,,,,,,,,10004267
11,1,Advocate TRINITY,87449,CAMPYLOBACTER EIA,306,305,,,,,,,,,,,,,,,,,,,10004267
1,1,Advocate CHRIST MEDICAL CENTER,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,120,,,,,,,,,,,,,,,,,,,10005162
3,1,Advocate CONDELL,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,235,,,,,,,,,,,,,,,,,,,10005162
4,1,Advocate GOOD SAMARITAN,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,140,,,,,,,,,,,,,,,,,,,10005162
6,1,Advocate GOOD SHEPHERD,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,145,,,,,,,,,,,,,,,,,,,10005162
13,1,Advocate ILLINOIS MASONIC,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,135,,,,,,,,,,,,,,,,,,,10005162
8,1,Advocate LUTHERAN GENERAL,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,135,,,,,,,,,,,,,,,,,,,10005162
9,1,Advocate SHERMAN,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,190,,,,,,,,,,,,,,,,,,,10005162
10,1,Advocate SOUTH SUBURBAN,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,90,,,,,,,,,,,,,,,,,,,10005162
11,1,Advocate TRINITY,86625,"CAMPYLOBACTER JEJUNI AB, IGG",302,90,,,,,,,,,,,,,,,,,,,10005162
1,1,Advocate CHRIST MEDICAL CENTER,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
3,1,Advocate CONDELL,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
4,1,Advocate GOOD SAMARITAN,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
6,1,Advocate GOOD SHEPHERD,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
13,1,Advocate ILLINOIS MASONIC,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
8,1,Advocate LUTHERAN GENERAL,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
9,1,Advocate SHERMAN,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
10,1,Advocate SOUTH SUBURBAN,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
11,1,Advocate TRINITY,95992,CANALITH REPOSITIONING,420,210,,,,,,,,,,,,,,,,,,,10004059
3,1,Advocate CONDELL,81200,CANAVAN DISEASE GENE ANALYSIS,300,260,,,,,,,,,,,,,,,,,,,10004853
4,1,Advocate GOOD SAMARITAN,81200,CANAVAN DISEASE GENE ANALYSIS,300,260,,,,,,,,,,,,,,,,,,,10004853
6,1,Advocate GOOD SHEPHERD,81200,CANAVAN DISEASE GENE ANALYSIS,300,255,,,,,,,,,,,,,,,,,,,10004853
8,1,Advocate LUTHERAN GENERAL,81200,CANAVAN DISEASE GENE ANALYSIS,300,260,,,,,,,,,,,,,,,,,,,10004853
10,1,Advocate SOUTH SUBURBAN,81200,CANAVAN DISEASE GENE ANALYSIS,300,255,,,,,,,,,,,,,,,,,,,10004853
1,1,Advocate CHRIST MEDICAL CENTER,86304,CANCER ANTIGEN 125,302,215,,,,,,,,,,,,,,,,,,,10001299
3,1,Advocate CONDELL,86304,CANCER ANTIGEN 125,302,275,,,,,,,,,,,,,,,,,,,10001299
4,1,Advocate GOOD SAMARITAN,86304,CANCER ANTIGEN 125,302,270,,,,,,,,,,,,,,,,,,,10001299
6,1,Advocate GOOD SHEPHERD,86304,CANCER ANTIGEN 125,302,210,,,,,,,,,,,,,,,,,,,10001299
13,1,Advocate ILLINOIS MASONIC,86304,CANCER ANTIGEN 125,302,260,,,,,,,,,,,,,,,,,,,10001299
8,1,Advocate LUTHERAN GENERAL,86304,CANCER ANTIGEN 125,302,210,,,,,,,,,,,,,,,,,,,10001299
9,1,Advocate SHERMAN,86304,CANCER ANTIGEN 125,302,205,,,,,,,,,,,,,,,,,,,10001299
10,1,Advocate SOUTH SUBURBAN,86304,CANCER ANTIGEN 125,302,210,,,,,,,,,,,,,,,,,,,10001299
11,1,Advocate TRINITY,86304,CANCER ANTIGEN 125,302,210,,,,,,,,,,,,,,,,,,,10001299
1,1,Advocate CHRIST MEDICAL CENTER,86300,CANCER ANTIGEN 15-3,302,190,,,,,,,,,,,,,,,,,,,10006108
3,1,Advocate CONDELL,86300,CANCER ANTIGEN 15-3,302,275,,,,,,,,,,,,,,,,,,,10006108
4,1,Advocate GOOD SAMARITAN,86300,CANCER ANTIGEN 15-3,302,220,,,,,,,,,,,,,,,,,,,10006108
6,1,Advocate GOOD SHEPHERD,86300,CANCER ANTIGEN 15-3,302,210,,,,,,,,,,,,,,,,,,,10006108
13,1,Advocate ILLINOIS MASONIC,86300,CANCER ANTIGEN 15-3,302,210,,,,,,,,,,,,,,,,,,,10006108
8,1,Advocate LUTHERAN GENERAL,86300,CANCER ANTIGEN 15-3,302,225,,,,,,,,,,,,,,,,,,,10006108
9,1,Advocate SHERMAN,86300,CANCER ANTIGEN 15-3,302,85,,,,,,,,,,,,,,,,,,,10006108
10,1,Advocate SOUTH SUBURBAN,86300,CANCER ANTIGEN 15-3,302,260,,,,,,,,,,,,,,,,,,,10006108
11,1,Advocate TRINITY,86300,CANCER ANTIGEN 15-3,302,260,,,,,,,,,,,,,,,,,,,10006108
1,1,Advocate CHRIST MEDICAL CENTER,86301,CANCER ANTIGEN 19-9,302,190,,,,,,,,,,,,,,,,,,,10001298
3,1,Advocate CONDELL,86301,CANCER ANTIGEN 19-9,302,275,,,,,,,,,,,,,,,,,,,10001298
4,1,Advocate GOOD SAMARITAN,86301,CANCER ANTIGEN 19-9,302,220,,,,,,,,,,,,,,,,,,,10001298
6,1,Advocate GOOD SHEPHERD,86301,CANCER ANTIGEN 19-9,302,210,,,,,,,,,,,,,,,,,,,10001298
13,1,Advocate ILLINOIS MASONIC,86301,CANCER ANTIGEN 19-9,302,245,,,,,,,,,,,,,,,,,,,10001298
8,1,Advocate LUTHERAN GENERAL,86301,CANCER ANTIGEN 19-9,302,210,,,,,,,,,,,,,,,,,,,10001298
9,1,Advocate SHERMAN,86301,CANCER ANTIGEN 19-9,302,85,,,,,,,,,,,,,,,,,,,10001298
10,1,Advocate SOUTH SUBURBAN,86301,CANCER ANTIGEN 19-9,302,210,,,,,,,,,,,,,,,,,,,10001298
11,1,Advocate TRINITY,86301,CANCER ANTIGEN 19-9,302,210,,,,,,,,,,,,,,,,,,,10001298
1,1,Advocate CHRIST MEDICAL CENTER,86300,CANCER ANTIGEN 27.29,302,190,,,,,,,,,,,,,,,,,,,10001297
3,1,Advocate CONDELL,86300,CANCER ANTIGEN 27.29,302,275,,,,,,,,,,,,,,,,,,,10001297
4,1,Advocate GOOD SAMARITAN,86300,CANCER ANTIGEN 27.29,302,220,,,,,,,,,,,,,,,,,,,10001297
6,1,Advocate GOOD SHEPHERD,86300,CANCER ANTIGEN 27.29,302,210,,,,,,,,,,,,,,,,,,,10001297
13,1,Advocate ILLINOIS MASONIC,86300,CANCER ANTIGEN 27.29,302,210,,,,,,,,,,,,,,,,,,,10001297
8,1,Advocate LUTHERAN GENERAL,86300,CANCER ANTIGEN 27.29,302,225,,,,,,,,,,,,,,,,,,,10001297
9,1,Advocate SHERMAN,86300,CANCER ANTIGEN 27.29,302,95,,,,,,,,,,,,,,,,,,,10001297
10,1,Advocate SOUTH SUBURBAN,86300,CANCER ANTIGEN 27.29,302,260,,,,,,,,,,,,,,,,,,,10001297
11,1,Advocate TRINITY,86300,CANCER ANTIGEN 27.29,302,260,,,,,,,,,,,,,,,,,,,10001297
1,1,Advocate CHRIST MEDICAL CENTER,86628,CANDIDA ANTIBODY,302,110,,,,,,,,,,,,,,,,,,,10001352
3,1,Advocate CONDELL,86628,CANDIDA ANTIBODY,302,190,,,,,,,,,,,,,,,,,,,10001352
4,1,Advocate GOOD SAMARITAN,86628,CANDIDA ANTIBODY,302,130,,,,,,,,,,,,,,,,,,,10001352
6,1,Advocate GOOD SHEPHERD,86628,CANDIDA ANTIBODY,302,125,,,,,,,,,,,,,,,,,,,10001352
13,1,Advocate ILLINOIS MASONIC,86628,CANDIDA ANTIBODY,302,135,,,,,,,,,,,,,,,,,,,10001352
8,1,Advocate LUTHERAN GENERAL,86628,CANDIDA ANTIBODY,302,125,,,,,,,,,,,,,,,,,,,10001352
9,1,Advocate SHERMAN,86628,CANDIDA ANTIBODY,302,80,,,,,,,,,,,,,,,,,,,10001352
10,1,Advocate SOUTH SUBURBAN,86628,CANDIDA ANTIBODY,302,125,,,,,,,,,,,,,,,,,,,10001352
