LocationID,SystemID,LocationName,BillingCode,ServiceDescription,GrossCharge,DeidentifiedMaximumCharge,DeidentifiedMinimumCharge,DerivedContractedRate,DiscountedCashPrice,AetnaBetterHealthMedicaidHMO,AetnaCommercialHMOPOS,AetnaCommercialPPOOpenAccess,AetnaMedicaidHMO,AetnaMedicareAdvantageHMO,AetnaMedicareMedicareAdvantageHMO,AmbetterMedicaidHMO,BCBSCommercialHMOPOS,BlueCrossBlueShieldCommercialHMOPOS,BlueCrossBlueShieldCommercialPPOOpenAccess,BlueCrossBlueShieldIPACommercialHMOPOS,BlueCrossBlueShieldMedicaidMedicaidHMO,BlueCrossBlueShieldMedicareMedicareAdvantageHMO,CignaCommercialHMOPOS,CignaCommercialPPOOpenAccess,CignaMedicareAdvantageHMO,CountyCareMedicaidHMO,GEHACommercialHMOPOS,GenericCommercialother,HumanaCommercialHMOPOS,HumanaCommercialHMOPOS2nd,HumanaCommercialPPOOpenAccess,HumanaMedicareMedicareAdvantageHMO,IllinicareMedicaidHMO,MedicaidHMOOutofState,MedicaidMedicaid,MedicareAdvantageHMO,MedicareMedicare,MeridianMedicaidHMO,MolinaMedicaidHMO,OptumCommercialPPOOpenAccess,PhysiciansMutualCommercialother,TricareCommercialHMOPOS,Type,UHCCommercialother,UMRCommercialPPOOpenAccess,UMRCommercialPPOOpenAccess2nd,UnitedHealhCareCommercialOther,UnitedHealthCareCommercialHMOPOS,UnitedHealthCareCommercialPPOOpenAccess,UnitedHealthCareMedicaidMedicaidHMO,UnitedHealthCareMedicaidMedicaidHMO2nd,UnitedHealthCareMedicareAdvantageHMO,UnitedHealthCareMedicareMedicareAdvantageHMO,WellcareMedicareMedicareAdvantageHMO,WorkersComp
14,2,Gottlieb Memorial Hospital,C1882,"CARDIOVERTER-DEFIBRILLATOR, OTHER THAN SINGLE OR DUAL CHAMBER (IMPLANTABLE)",29330,29330,29330,29330,7919.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,29330,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C1887,"CATHETER, GUIDING (MAY INCLUDE INFUSION/PERFUSION CAPABILITY)",159.5,182.91,45.27,114.09,43.07,,,,,,,,,,45.27,,,,,,,,,,,,,,,,,,182.91,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C1888,"CATHETER, ABLATION, NON-CARDIAC, ENDOVASCULAR (IMPLANTABLE)",2258,0,0,0,609.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C1889,"IMPLANTABLE/INSERTABLE DEVICE, NOT OTHERWISE CLASSIFIED",400.73,268.38,219.24,243.81,108.2,,,,,,,,,,219.24,,,,,,,,,,,,,,,,,,268.38,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C1894,"INTRODUCER/SHEATH, OTHER THAN GUIDING, OTHER THAN INTRACARDIAC ELECTROPHYSIOLOGICAL, NON-LASER",73.19,70.89,20.35,37.39,19.76,,,,,,,,,,20.93,,,,,,,,,,,,,,,,,,70.89,,,,,,Outpatient,,,,,,20.35,,,,,,
14,2,Gottlieb Memorial Hospital,C1898,"LEAD, PACEMAKER, OTHER THAN TRANSVENOUS VDD SINGLE PASS",779.83,0,0,0,210.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C1900,"LEAD, LEFT VENTRICULAR CORONARY VENOUS SYSTEM",3350.5,3089,3089,3089,904.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C2617,"STENT, NON-CORONARY, TEMPORARY, WITHOUT DELIVERY SYSTEM",378.1,428,428,428,102.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C2621,"PACEMAKER, OTHER THAN SINGLE OR DUAL CHAMBER (IMPLANTABLE)",10199.99,10199.99,10199.99,10199.99,2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,10199.99,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C2623,"CATHETER, TRANSLUMINAL ANGIOPLASTY, DRUG-COATED, NON-LASER",2741.4,2849,2849,2849,740.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2849,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C2625,"STENT, NON-CORONARY, TEMPORARY, WITH DELIVERY SYSTEM",302.26,234.94,91.22,163.08,81.61,,,,,,,,,,,,,,,91.22,,,,,,,,,,,,,234.94,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C5271,"APPLICATION OF LOW COST SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",1642.1,1648,1648,1648,443.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C5272,"APPLICATION OF LOW COST SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; EACH ADDITIONAL 25 SQ CM WOUND SURFACE AREA, OR PART THEREOF (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",641,0,0,0,173.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C5275,"APPLICATION OF LOW COST SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LESS WOUND SURFACE AREA",1522.89,1720,1720,1720,411.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C5276,"APPLICATION OF LOW COST SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; EACH ADDITIONAL 25 SQ CM WOUND SURFACE AREA, OR PART THEREOF (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",1128.66,0,0,0,304.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C8908,"MAGNETIC RESONANCE IMAGING WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST, BREAST; BILATERAL",5150,5150,360.34,1177.75,1390.5,,,,,,,,,,,,360.34,387.46,,,,,,,,,,393.75,,,,,5150,,,387.46,,,Outpatient,,,,,,387.46,,,,,,
14,2,Gottlieb Memorial Hospital,C8923,"TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITHOUT SPECTRAL OR COLOR DOPPLER ECHOCARDIOGRAPHY",1324,0,0,0,357.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C8924,"TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, FOLLOW-UP OR LIMITED STUDY",1038,1038,387.46,481.17,280.26,,,,,,,,,,,,,387.46,,,,,,,,,,392.88,,,,,1038,387.46,,,,,Outpatient,,,,,,387.46,,,,387.46,387.46,
14,2,Gottlieb Memorial Hospital,C8925,"TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST, REAL TIME WITH IMAGE DOCUMENTATION (2D) (WITH OR WITHOUT M-MODE RECORDING); INCLUDING PROBE PLACEMENT, IMAGE ACQUISITION, INTERPRETATION AND REPORT",2330.75,2385,752.77,1568.89,629.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,,,,,,Outpatient,,,,,,752.77,,,,,,
14,2,Gottlieb Memorial Hospital,C8928,"TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, DURING REST AND CARDIOVASCULAR STRESS TEST USING TREADMILL, BICYCLE EXERCISE AND/OR PHARMACOLOGICALLY INDUCED STRESS, WITH INTERPRETATION AND REPORT",4299,4299,700.08,1639.19,1160.73,,,,,,,,,,,,700.08,752.77,,752.77,,,,,,,,766.7,,,,,4299,,,,,,Outpatient,,,,,,752.77,,,,4299,790.41,
14,2,Gottlieb Memorial Hospital,C8929,"TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITH SPECTRAL DOPPLER ECHOCARDIOGRAPHY, AND WITH COLOR FLOW DOPPLER ECHOCARDIOGRAPHY",2757.98,2752.11,700.08,975.81,744.65,,,,,,,,,,,,700.08,752.77,,752.77,,,,,,,,766.43,,,,,2752.11,762.18,,,,,Outpatient,,,,,,752.77,,,,752.77,790.41,
14,2,Gottlieb Memorial Hospital,C8930,"TRANSTHORACIC ECHOCARDIOGRAPHY, WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, DURING REST AND CARDIOVASCULAR STRESS TEST USING TREADMILL, BICYCLE EXERCISE AND/OR PHARMACOLOGICALLY INDUCED STRESS, WITH INTERPRETATION AND REPORT; INCLUDING PERFORMANCE OF CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, WITH PHYSICIAN SUPERVISION",4299,4299,700.08,1454.94,1160.73,,,,,,,,,,,,700.08,752.77,,,,,,,,,,770.08,,,,,4299,,,,,,Outpatient,,,,,,752.77,,,,,,
14,2,Gottlieb Memorial Hospital,C9113,"INJECTION, PANTOPRAZOLE SODIUM, PER VIAL",28.03,28.32,8.05,18.19,7.57,,,,,,,,,,8.05,,,,,,,,,,,,,,,,,,28.32,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C9254,"INJECTION, LACOSAMIDE, 1 MG",1.34,0,0,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C9600,"PERCUTANEOUS TRANSCATHETER PLACEMENT OF DRUG ELUTING INTRACORONARY STENT(S), WITH CORONARY ANGIOPLASTY WHEN PERFORMED; SINGLE MAJOR CORONARY ARTERY OR BRANCH",22796.52,21381.8,10568.71,16116.84,6155.06,,,,,,,,,,,,,,,,,,,,,,,10568.71,,,,,21381.8,,,,,,Outpatient,,,,,,16400,,,,,,
14,2,Gottlieb Memorial Hospital,C9738,ADJUNCTIVE BLUE LIGHT CYSTOSCOPY WITH FLUORESCENT IMAGING AGENT (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),1592.5,312.5,312.5,312.5,429.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,312.5,,,,,,
14,2,Gottlieb Memorial Hospital,C9781,"ARTHROSCOPY, SHOULDER, SURGICAL; WITH IMPLANTATION OF SUBACROMIAL SPACER (E.G., BALLOON), INCLUDES DEBRIDEMENT (E.G., LIMITED OR EXTENSIVE), SUBACROMIAL DECOMPRESSION, ACROMIOPLASTY, AND BICEPS TENODESIS WHEN PERFORMED",1135,0,0,0,306.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,C9803,"HOSPITAL OUTPATIENT CLINIC VISIT SPECIMEN COLLECTION FOR SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 (SARS-COV-2) (CORONAVIRUS DISEASE [COVID-19]), ANY SPECIMEN SOURCE",86,86,0.32,38.09,23.22,25.99,,,,,,25.88,,,,51.6,24.1,25.99,,31.93,,,,34.4,22.99,0.32,86,52.69,,,,,86,26.51,,25.86,,,Outpatient,,40.96,,,,78.79,,,25.99,30.99,26.69,
14,2,Gottlieb Memorial Hospital,G0008,ADMINISTRATION OF INFLUENZA VIRUS VACCINE,110.89,107.68,43.08,64.99,29.94,,,,,,,,,,,,,,,,,,,,,,,43.08,,,,,107.68,,,,,,Outpatient,,,,,,,,,,,44.22,
14,2,Gottlieb Memorial Hospital,G0009,ADMINISTRATION OF PNEUMOCOCCAL VACCINE,84,84,43.08,63.54,22.68,,,,,,,,,,,,,,,,,,,,,,,43.08,,,,,84,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,G0103,PROSTATE CANCER SCREENING; PROSTATE SPECIFIC ANTIGEN TEST (PSA),210.25,19.8,8.08,18.37,56.77,,,,8.08,,,,,,,,17.96,19.31,,19.31,,,,19.31,,,,19.66,,,,,19.31,19.8,19.31,,,,Outpatient,,,,,,19.31,,,,19.31,19.8,
14,2,Gottlieb Memorial Hospital,G0105,COLORECTAL CANCER SCREENING; COLONOSCOPY ON INDIVIDUAL AT HIGH RISK,3275.23,3282.75,695.83,1128.47,884.31,,,,,,,,,,,,776.54,,,834.99,,,,,,,,849.18,,,,,3282.75,876.74,,,,,Outpatient,,,,,,834.99,,,,695.83,876.74,
14,2,Gottlieb Memorial Hospital,G0121,COLORECTAL CANCER SCREENING; COLONOSCOPY ON INDIVIDUAL NOT MEETING CRITERIA FOR HIGH RISK,3740.81,3776.75,388.28,1153.94,1010.02,,,,,,,,,,,,388.28,834.99,,,,,,,,,,816.35,,,,,3776.75,868.39,,,,,Outpatient,,,,,,834.99,,,,834.99,876.74,
14,2,Gottlieb Memorial Hospital,G0123,"SCREENING CYTOPATHOLOGY, CERVICAL OR VAGINAL (ANY REPORTING SYSTEM), COLLECTED IN PRESERVATIVE FLUID, AUTOMATED THIN LAYER PREPARATION, SCREENING BY CYTOTECHNOLOGIST UNDER PHYSICIAN SUPERVISION",147,20.54,16.74,19.18,39.69,,,,,,,,,,,,,,,,,,,,,,,20.54,,,,,20.26,16.74,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,G0257,UNSCHEDULED OR EMERGENCY DIALYSIS TREATMENT FOR AN ESRD PATIENT IN A HOSPITAL OUTPATIENT DEPARTMENT THAT IS NOT CERTIFIED AS AN ESRD FACILITY,1442.25,1432.21,640.9,818.04,389.41,689.14,,,,,,,,,,,640.9,,,,,,,,,,,698.79,,,,,1432.21,723.6,,,,,Outpatient,,,,,,,,,,,723.6,
14,2,Gottlieb Memorial Hospital,G0277,"HYPERBARIC OXYGEN UNDER PRESSURE, FULL BODY CHAMBER, PER 30 MINUTE INTERVAL",848,848,87.71,256.07,228.96,,,,87.71,,,,,,124.18,125.08,88.86,,,,,,,,,,,,,,,,848,,,125.48,,,Outpatient,,,,,,393.21,,,,,,
14,2,Gottlieb Memorial Hospital,G0279,"DIAGNOSTIC DIGITAL BREAST TOMOSYNTHESIS, UNILATERAL OR BILATERAL (LIST SEPARATELY IN ADDITION TO 77065 OR 77066)",160.29,196,23.52,44.39,43.28,,,,,,,,,,,,23.52,25.29,,25.73,,,,,,,,25.79,,,,,,26.05,196,,,,Outpatient,,,,,,25.29,,,,25.29,26.55,
14,2,Gottlieb Memorial Hospital,G0283,"ELECTRICAL STIMULATION (UNATTENDED), TO ONE OR MORE AREAS FOR INDICATION(S) OTHER THAN WOUND CARE, AS PART OF A THERAPY PLAN OF CARE",182,159,10.02,40.47,49.14,,,,,,,,,,50.96,13.5,19.81,,,,,,,,,,,10.16,,,,,10.02,,19.81,,,,Outpatient,,,,,,159,,,,,,
14,2,Gottlieb Memorial Hospital,G0306,"COMPLETE CBC, AUTOMATED (HGB, HCT, RBC, WBC, WITHOUT PLATELET COUNT) AND AUTOMATED WBC DIFFERENTIAL COUNT",95,7.77,7.77,7.77,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,G0378,"HOSPITAL OBSERVATION SERVICE, PER HOUR",196.15,2050,16.47,320.47,52.96,,,,47.97,,,,,,52.01,,53.66,,,2050,,16.47,,,,,273.63,,,,,,197.28,41.88,122.9,,,,Outpatient,,508.43,,,,160.89,,,,,,
14,2,Gottlieb Memorial Hospital,G0379,DIRECT ADMISSION OF PATIENT FOR HOSPITAL OBSERVATION CARE,538,2436.05,141.08,819.76,145.26,,,,156.98,,,,,,,,165.09,,,,,,,,,,,2436.05,,,,,538,141.6,141.08,,,,Outpatient,,,,,,2402.42,,,,,576.87,
14,2,Gottlieb Memorial Hospital,G0416,"SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATIONS, FOR PROSTATE NEEDLE BIOPSY, ANY METHOD",566,566,306.44,436.22,152.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,,,,,,Outpatient,,,,,,306.44,,,,,,
14,2,Gottlieb Memorial Hospital,G0463,HOSPITAL OUTPATIENT CLINIC VISIT FOR ASSESSMENT AND MANAGEMENT OF A PATIENT,132.71,134.57,116.27,125.06,35.83,,,,,,,,,,,121,116.27,122.34,,125.02,,,,,,,,125.43,,,,,134.57,131.27,,124.7,,,Outpatient,,,,,,125.02,,,125.02,125.02,125.02,
14,2,Gottlieb Memorial Hospital,G0480,"DRUG TEST(S), DEFINITIVE, UTILIZING (1) DRUG IDENTIFICATION METHODS ABLE TO IDENTIFY INDIVIDUAL DRUGS AND DISTINGUISH BETWEEN STRUCTURAL ISOMERS (BUT NOT NECESSARILY STEREOISOMERS), INCLUDING, BUT NOT LIMITED TO GC/MS (ANY TYPE, SINGLE OR TANDEM) AND LC/MS (ANY TYPE, SINGLE OR TANDEM AND EXCLUDING IMMUNOASSAYS (E.G., IA, EIA, ELISA, EMIT, FPIA) AND ENZYMATIC METHODS (E.G., ALCOHOL DEHYDROGENASE)), (2) STABLE ISOTOPE OR OTHER UNIVERSALLY RECOGNIZED INTERNAL STANDARDS IN ALL SAMPLES (E.G., TO CONTROL FOR MATRIX EFFECTS, INTERFERENCES AND VARIATIONS IN SIGNAL STRENGTH), AND (3) METHOD OR DRUG-SPECIFIC CALIBRATION AND MATRIX-MATCHED QUALITY CONTROL MATERIAL (E.G., TO CONTROL FOR INSTRUMENT VARIATIONS AND MASS SPECTRAL DRIFT); QUALITATIVE OR QUANTITATIVE, ALL SOURCES, INCLUDES SPECIMEN VALIDITY TESTING, PER DAY; 1-7 DRUG CLASS(ES), INCLUDING METABOLITE(S) IF PERFORMED",241.43,326.89,14.24,96.68,65.19,,,,14.24,,,,,,,,15.23,,,326.89,,15.22,,133.56,,,,,,,,,239.37,14.53,19.55,,,,Outpatient,,,,,,91.54,,,,,,
14,2,Gottlieb Memorial Hospital,G1004,"CLINICAL DECISION SUPPORT MECHANISM NATIONAL DECISION SUPPORT COMPANY, AS DEFINED BY THE MEDICARE APPROPRIATE USE CRITERIA PROGRAM",0.21,0.01,0.01,0.01,0.06,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,0.01,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,G1010,"CLINICAL DECISION SUPPORT MECHANISM STANSON, AS DEFINED BY THE MEDICARE APPROPRIATE USE CRITERIA PROGRAM",0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0132,"INJECTION, ACETYLCYSTEINE, 100 MG",2.56,0,0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0133,"INJECTION, ACYCLOVIR, 5 MG",0.28,0.27,0.27,0.27,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0153,"INJECTION, ADENOSINE, 1 MG (NOT TO BE USED TO REPORT ANY ADENOSINE PHOSPHATE COMPOUNDS)",2.15,1.87,1.87,1.87,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0171,"INJECTION, ADRENALIN, EPINEPHRINE, 0.1 MG",6.5,7.47,1.29,3.43,1.76,,,,,,,,,,2.14,1.29,,,,3.82,,,,,,,,,,,,,7.47,,,,,,Outpatient,,,,,,2.43,,,,,,
14,2,Gottlieb Memorial Hospital,J0248,"INJECTION, REMDESIVIR, 1 MG",11.82,12.27,5.13,7.18,3.19,,,,,,,,,,,,5.13,,,,,,,,,,,,,,,,12.27,5.79,,,,,Outpatient,,,,,,,,,,5.51,,
14,2,Gottlieb Memorial Hospital,J0282,"INJECTION, AMIODARONE HYDROCHLORIDE, 30 MG",3.57,2.2,2.2,2.2,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0285,"INJECTION, AMPHOTERICIN B, 50 MG",132.15,0,0,0,35.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0290,"INJECTION, AMPICILLIN SODIUM, 500 MG",8.21,0,0,0,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0295,"INJECTION, AMPICILLIN SODIUM/SULBACTAM SODIUM, PER 1.5 GM",17.99,28.75,28.75,28.75,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.75,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0330,"INJECTION, SUCCINYLCHOLINE CHLORIDE, UP TO 20 MG",5.14,5.75,1.33,3.63,1.39,,,,,,,,,,1.33,,,,,1.84,,,,,,,,,,,,,5.6,,,,,,Outpatient,,,,,,5.75,,,,,,
14,2,Gottlieb Memorial Hospital,J0360,"INJECTION, HYDRALAZINE HCL, UP TO 20 MG",28.81,28.75,8.05,23.58,7.78,,,,,,,,,,8.05,,,,,28.75,,,,,,,,,,,,,28.75,,,,,,Outpatient,,,,,,,,,,28.75,,
14,2,Gottlieb Memorial Hospital,J0456,"INJECTION, AZITHROMYCIN, 500 MG",28.75,28.75,4.61,16.68,7.76,,,,,,,,,,,,,,,4.61,,,,,,,,,,,,,28.75,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0461,"INJECTION, ATROPINE SULFATE, 0.01 MG",0.56,1.15,0.14,0.54,0.15,,,,,,,,,,0.14,0.38,,,,0.43,,,,0.58,,,,,,,,,0.58,,,,,,Outpatient,,,,,,,,,,1.15,,
14,2,Gottlieb Memorial Hospital,J0515,"INJECTION, BENZTROPINE MESYLATE, PER 1 MG",173.21,57.51,57.51,57.51,46.77,,,,,,,,,,,,57.51,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0561,"INJECTION, PENICILLIN G BENZATHINE, 100,000 UNITS",45.19,0,0,0,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0583,"INJECTION, BIVALIRUDIN, 1 MG",1.15,1.11,1.11,1.11,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0585,"INJECTION, ONABOTULINUMTOXINA, 1 UNIT",14.7,14.75,9.29,12.02,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75,,,,,,Outpatient,,,,,,9.29,,,,,,
14,2,Gottlieb Memorial Hospital,J0610,"INJECTION, CALCIUM GLUCONATE, PER 10 ML",39.37,39.05,5.9,22.48,10.63,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,39.05,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0670,"INJECTION, MEPIVACAINE HYDROCHLORIDE, PER 10 ML",18.17,4.35,4.35,4.35,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,4.35,,,,,,
14,2,Gottlieb Memorial Hospital,J0690,"INJECTION, CEFAZOLIN SODIUM, 500 MG",7.17,7.2,1.97,5.24,1.94,,,,,,,,,,1.97,,,,,3.1,,,,,,,,,,,,,7.2,,7.19,,,,Outpatient,,,,,,7.19,,,,4.79,,
14,2,Gottlieb Memorial Hospital,J0692,"INJECTION, CEFEPIME HYDROCHLORIDE, 500 MG",12.46,11.96,6.04,9,3.36,,,,,,,,,,6.04,,,,,,,,,,,,,,,,,,11.96,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0694,"INJECTION, CEFOXITIN SODIUM, 1 GM",32.64,33.95,12.35,23.15,8.81,,,,,,,,,,12.35,,,,,,,,,,,,,,,,,,33.95,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0696,"INJECTION, CEFTRIAXONE SODIUM, PER 250 MG",12.45,13.51,3.76,7.5,3.36,,,,,,,,,,3.76,,,,,5.23,,,,,,,,,,,,,13.51,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0713,"INJECTION, CEFTAZIDIME, PER 500 MG",11,7.44,7.44,7.44,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0744,"INJECTION, CIPROFLOXACIN FOR INTRAVENOUS INFUSION, 200 MG",43.13,43.13,12.08,26.46,11.65,,,,,,,,,,12.08,,,,,24.17,,,,,,,,,,,,,43.13,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0780,"INJECTION, PROCHLORPERAZINE, UP TO 10 MG",28.75,28.75,8.05,18.4,7.76,,,,,,,,,,8.05,,,,,,,,,,,,,,,,,,28.75,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0834,"INJECTION, COSYNTROPIN, 0.25 MG",81.3,0,0,0,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outpatient,,,,,,,,,,,,
14,2,Gottlieb Memorial Hospital,J0878,"INJECTION, DAPTOMYCIN, 1 MG",0.14,0.8,0.13,0.38,0.04,,,,,,,,,,,,0.8,,,,,0.13,,,,,,,,,,,0.19,0.4,,,,,Outpatient,,,,,,,,,,,,
